city,city_ibge_code,confirmed,confirmed_per_100k_inhabitants,date,death_rate,deaths,estimated_population,estimated_population_2019,is_last,order_for_place,place_type,state
Sinop,5107909,33610,23019.7596,2022-03-23,0.0145,489,146005.0,142996.0,False,614,city,MT
Sorriso,5107925,21923,23631.81666,2022-03-23,0.011,241,92769.0,90313.0,False,581,city,MT
Tabaporã,5107941,1648,17477.99342,2022-03-23,0.0158,26,9429.0,9489.0,False,547,city,MT
Tangará da Serra,5107958,23085,21837.84091,2022-03-23,0.0168,387,105711.0,103750.0,False,615,city,MT
Tapurah,5108006,3812,27139.39912,2022-03-23,0.0092,35,14046.0,13705.0,False,575,city,MT
Terra Nova do Norte,5108055,2290,24173.96812,2022-03-23,0.0192,44,9473.0,9667.0,False,564,city,MT
Tesouro,5108105,646,16893.30544,2022-03-23,0.0248,16,3824.0,3805.0,False,525,city,MT
Torixoréu,5108204,1001,28221.03186,2022-03-23,0.023,23,3547.0,3609.0,False,518,city,MT
União do Sul,5108303,1133,32464.18338,2022-03-23,0.0141,16,3490.0,3525.0,False,610,city,MT
Vale de São Domingos,5108352,551,17626.35956,2022-03-23,0.02,11,3126.0,3127.0,False,578,city,MT
Várzea Grande,5108402,52381,18217.83074,2022-03-23,0.0286,1499,287526.0,284971.0,False,622,city,MT
Vera,5108501,1812,15891.94878,2022-03-23,0.0193,35,11402.0,11309.0,False,561,city,MT
Vila Bela da Santíssima Trindade,5105507,3610,22186.71256,2022-03-23,0.0161,58,16271.0,16128.0,False,596,city,MT
Vila Rica,5108600,3976,15006.03865,2022-03-23,0.0133,53,26496.0,26037.0,False,571,city,MT
,51,722928,20501.50019,2022-03-23,0.0205,14851,3526220.0,3484466.0,False,730,state,MT
,15,748290,8610.19395,2022-03-23,0.0241,18061,8690745.0,8602865.0,False,736,state,PA
,25,592905,14678.49321,2022-03-23,0.0172,10181,4039277.0,4018127.0,False,734,state,PB
,26,884902,9201.7976,2022-03-23,0.0241,21318,9616621.0,9557071.0,False,742,state,PE
Acauã,2200053,228,3210.36328,2022-03-23,0.0088,2,7102.0,7084.0,False,655,city,PI
Agricolândia,2200103,829,16156.6946,2022-03-23,0.0121,10,5131.0,5139.0,False,647,city,PI
Água Branca,2200202,1702,9742.41557,2022-03-23,0.0452,77,17470.0,17411.0,False,696,city,PI
Alagoinha do Piauí,2200251,402,5244.6184,2022-03-23,0.0323,13,7665.0,7651.0,False,661,city,PI
Alegrete do Piauí,2200277,553,11244.4083,2022-03-23,0.0163,9,4918.0,4915.0,False,643,city,PI
Alto Longá,2200301,858,5983.68087,2022-03-23,0.0175,15,14339.0,14304.0,False,677,city,PI
Altos,2200400,5568,13712.59697,2022-03-23,0.0192,107,40605.0,40524.0,False,704,city,PI
Alvorada do Gurguéia,2200459,709,13021.12029,2022-03-23,0.0197,14,5445.0,5419.0,False,695,city,PI
Amarante,2200509,1736,9861.39514,2022-03-23,0.0207,36,17604.0,17598.0,False,687,city,PI
Angical do Piauí,2200608,901,13283.20802,2022-03-23,0.0133,12,6783.0,6788.0,False,701,city,PI
Anísio de Abreu,2200707,291,2928.15456,2022-03-23,0.0515,15,9938.0,9880.0,False,694,city,PI
Antônio Almeida,2200806,409,12902.2082,2022-03-23,0.0269,11,3170.0,3164.0,False,630,city,PI
Aroazes,2200905,699,11995.88124,2022-03-23,0.0215,15,5827.0,5835.0,False,690,city,PI
Aroeiras do Itaim,2200954,188,7369.65896,2022-03-23,0.0106,2,2551.0,2551.0,False,625,city,PI
Arraial,2201002,172,3644.0678,2022-03-23,0.0174,3,4720.0,4727.0,False,573,city,PI
Assunção do Piauí,2201051,410,5214.2948,2022-03-23,0.0244,10,7863.0,7846.0,False,643,city,PI
Avelino Lopes,2201101,527,4653.01077,2022-03-23,0.0436,23,11326.0,11289.0,False,671,city,PI
Baixa Grande do Ribeiro,2201150,2672,22894.35353,2022-03-23,0.0135,36,11671.0,11586.0,False,682,city,PI
Barra D'Alcântara,2201176,156,3947.36842,2022-03-23,0.0321,5,3952.0,3951.0,False,635,city,PI
Barras,2201200,5936,12580.26915,2022-03-23,0.0175,104,47185.0,47066.0,False,692,city,PI
Barreiras do Piauí,2201309,114,3400.95465,2022-03-23,0.0351,4,3352.0,3348.0,False,666,city,PI
Barro Duro,2201408,810,11526.96741,2022-03-23,0.0148,12,7027.0,7032.0,False,664,city,PI
Batalha,2201507,1453,5400.48318,2022-03-23,0.0275,40,26905.0,26857.0,False,685,city,PI
Bela Vista do Piauí,2201556,324,8039.70223,2022-03-23,0.0216,7,4030.0,4015.0,False,674,city,PI
Belém do Piauí,2201572,624,17396.15277,2022-03-23,0.0128,8,3587.0,3566.0,False,670,city,PI
Beneditinos,2201606,1474,14074.28626,2022-03-23,0.0278,41,10473.0,10467.0,False,685,city,PI
Bertolínia,2201705,1140,20700.92609,2022-03-23,0.0105,12,5507.0,5501.0,False,686,city,PI
Betânia do Piauí,2201739,183,2946.8599,2022-03-23,0.0219,4,6210.0,6205.0,False,699,city,PI
Boa Hora,2201770,607,8906.82318,2022-03-23,0.0115,7,6815.0,6781.0,False,690,city,PI
Bocaina,2201804,451,10011.09878,2022-03-23,0.0244,11,4505.0,4500.0,False,667,city,PI
Bom Jesus,2201903,3840,15125.85181,2022-03-23,0.0135,52,25387.0,25179.0,False,695,city,PI
Bom Princípio do Piauí,2201919,240,4247.03592,2022-03-23,0.0542,13,5651.0,5630.0,False,702,city,PI
Bonfim do Piauí,2201929,518,9111.69745,2022-03-23,0.0154,8,5685.0,5670.0,False,704,city,PI
Boqueirão do Piauí,2201945,884,13756.61376,2022-03-23,0.0158,14,6426.0,6407.0,False,652,city,PI
Brasileira,2201960,739,8853.48029,2022-03-23,0.0284,21,8347.0,8329.0,False,663,city,PI
Brejo do Piauí,2201988,160,4158.00416,2022-03-23,0.0312,5,3848.0,3875.0,False,624,city,PI
Buriti dos Lopes,2202000,1494,7542.7879,2022-03-23,0.0248,37,19807.0,19781.0,False,693,city,PI
Buriti dos Montes,2202026,722,8736.68925,2022-03-23,0.0139,10,8264.0,8244.0,False,669,city,PI
Cabeceiras do Piauí,2202059,759,7140.16933,2022-03-23,0.0224,17,10630.0,10586.0,False,670,city,PI
Cajazeiras do Piauí,2202075,83,2322.97789,2022-03-23,0.0241,2,3573.0,3559.0,False,666,city,PI
Cajueiro da Praia,2202083,499,6502.47589,2022-03-23,0.0421,21,7674.0,7642.0,False,655,city,PI
Caldeirão Grande do Piauí,2202091,551,9531.22297,2022-03-23,0.0036,2,5781.0,5776.0,False,666,city,PI
Campinas do Piauí,2202109,254,4519.57295,2022-03-23,0.0079,2,5620.0,5613.0,False,661,city,PI
Campo Alegre do Fidalgo,2202117,404,7970.01381,2022-03-23,0.005,2,5069.0,5045.0,False,662,city,PI
Campo Grande do Piauí,2202133,518,8683.98994,2022-03-23,0.0212,11,5965.0,5943.0,False,674,city,PI
Campo Largo do Piauí,2202174,519,7098.89208,2022-03-23,0.0154,8,7311.0,7279.0,False,667,city,PI
Campo Maior,2202208,6817,14537.35099,2022-03-23,0.0246,168,46893.0,46833.0,False,716,city,PI
Canavieira,2202251,305,7733.26572,2022-03-23,0.023,7,3944.0,3950.0,False,557,city,PI
Canto do Buriti,2202307,1604,7545.39467,2022-03-23,0.0312,50,21258.0,21187.0,False,694,city,PI
Capitão de Campos,2202406,852,7444.29882,2022-03-23,0.0352,30,11445.0,11417.0,False,670,city,PI
Capitão Gervásio Oliveira,2202455,144,3500.24307,2022-03-23,0.0764,11,4114.0,4100.0,False,668,city,PI
Caracol,2202505,442,4031.37541,2022-03-23,0.0385,17,10964.0,10916.0,False,706,city,PI
Caraúbas do Piauí,2202539,194,3293.71817,2022-03-23,0.0619,12,5890.0,5868.0,False,661,city,PI
Caridade do Piauí,2202554,749,14729.59685,2022-03-23,0.0067,5,5085.0,5067.0,False,651,city,PI
Castelo do Piauí,2202604,2249,11407.5577,2022-03-23,0.0173,39,19715.0,19716.0,False,696,city,PI
Caxingó,2202653,157,2880.20547,2022-03-23,0.0127,2,5451.0,5424.0,False,656,city,PI
Cocal,2202703,1568,5631.17256,2022-03-23,0.0319,50,27845.0,27787.0,False,685,city,PI
Cocal de Telha,2202711,617,12594.40702,2022-03-23,0.0211,13,4899.0,4891.0,False,681,city,PI
Cocal dos Alves,2202729,425,6890.40208,2022-03-23,0.0165,7,6168.0,6153.0,False,687,city,PI
Coivaras,2202737,340,8432.53968,2022-03-23,0.0176,6,4032.0,4020.0,False,682,city,PI
Colônia do Gurguéia,2202752,690,10589.3186,2022-03-23,0.0203,14,6516.0,6484.0,False,699,city,PI
Colônia do Piauí,2202778,770,10050.90719,2022-03-23,0.0065,5,7661.0,7656.0,False,687,city,PI
Conceição do Canindé,2202802,527,10963.1787,2022-03-23,0.0133,7,4807.0,4803.0,False,626,city,PI
Coronel José Dias,2202851,131,2796.15795,2022-03-23,0.0458,6,4685.0,4682.0,False,636,city,PI
Corrente,2202901,2065,7731.47628,2022-03-23,0.0169,35,26709.0,26644.0,False,692,city,PI
Cristalândia do Piauí,2203008,70,841.04289,2022-03-23,0.0571,4,8323.0,8294.0,False,600,city,PI
Cristino Castro,2203107,1059,10139.79318,2022-03-23,0.0123,13,10444.0,10423.0,False,666,city,PI
Curimatá,2203206,1212,10607.38666,2022-03-23,0.0149,18,11426.0,11388.0,False,670,city,PI
Currais,2203230,386,7769.72625,2022-03-23,0.0078,3,4968.0,4954.0,False,682,city,PI
Curralinhos,2203255,509,11415.1155,2022-03-23,0.0059,3,4459.0,4443.0,False,661,city,PI
Curral Novo do Piauí,2203271,309,5757.40637,2022-03-23,0.0065,2,5367.0,5343.0,False,663,city,PI
Demerval Lobão,2203305,3806,27500.0,2022-03-23,0.0102,39,13840.0,13817.0,False,703,city,PI
Dirceu Arcoverde,2203354,308,4381.84664,2022-03-23,0.0325,10,7029.0,7011.0,False,673,city,PI
Dom Expedito Lopes,2203404,655,9462.58307,2022-03-23,0.0183,12,6922.0,6904.0,False,678,city,PI
Domingos Mourão,2203420,276,6338.99862,2022-03-23,0.0145,4,4354.0,4355.0,False,666,city,PI
Dom Inocêncio,2203453,321,3355.98536,2022-03-23,0.0218,7,9565.0,9556.0,False,671,city,PI
Elesbão Veloso,2203503,716,4912.52144,2022-03-23,0.0461,33,14575.0,14602.0,False,693,city,PI
Eliseu Martins,2203602,301,6105.47667,2022-03-23,0.0532,16,4930.0,4915.0,False,618,city,PI
Esperantina,2203701,2945,7390.58422,2022-03-23,0.0316,93,39848.0,39737.0,False,702,city,PI
Fartura do Piauí,2203750,189,3553.29949,2022-03-23,0.0317,6,5319.0,5307.0,False,692,city,PI
Flores do Piauí,2203800,188,4213.35724,2022-03-23,0.0266,5,4462.0,4463.0,False,652,city,PI
Floresta do Piauí,2203859,101,3945.3125,2022-03-23,0.0396,4,2560.0,2558.0,False,648,city,PI
Floriano,2203909,9801,16328.19658,2022-03-23,0.0184,180,60025.0,59935.0,False,700,city,PI
Francinópolis,2204006,76,1421.35777,2022-03-23,0.0789,6,5347.0,5348.0,False,702,city,PI
Francisco Ayres,2204105,436,10085.58871,2022-03-23,0.0161,7,4323.0,4348.0,False,689,city,PI
Francisco Macedo,2204154,501,15656.25,2022-03-23,0.012,6,3200.0,3184.0,False,607,city,PI
Francisco Santos,2204204,692,7383.69612,2022-03-23,0.0116,8,9372.0,9319.0,False,686,city,PI
Fronteiras,2204303,1091,9357.57784,2022-03-23,0.0101,11,11659.0,11625.0,False,681,city,PI
Geminiano,2204352,517,9468.86447,2022-03-23,0.0116,6,5460.0,5442.0,False,639,city,PI
Gilbués,2204402,908,8490.74247,2022-03-23,0.0077,7,10694.0,10690.0,False,664,city,PI
Guadalupe,2204501,1474,14042.10727,2022-03-23,0.019,28,10497.0,10499.0,False,663,city,PI
Guaribas,2204550,108,2364.2732,2022-03-23,0.0185,2,4568.0,4562.0,False,619,city,PI
Hugo Napoleão,2204600,811,20907.45037,2022-03-23,0.0111,9,3879.0,3877.0,False,670,city,PI
Ilha Grande,2204659,1292,13661.83779,2022-03-23,0.0163,21,9457.0,9426.0,False,695,city,PI
Inhuma,2204709,1778,11606.50173,2022-03-23,0.0157,28,15319.0,15308.0,False,703,city,PI
Ipiranga do Piauí,2204808,846,8599.3088,2022-03-23,0.0225,19,9838.0,9811.0,False,681,city,PI
Isaías Coelho,2204907,914,10670.09106,2022-03-23,0.0098,9,8566.0,8549.0,False,661,city,PI
Itainópolis,2205003,1393,12059.56194,2022-03-23,0.0093,13,11551.0,11530.0,False,665,city,PI
Itaueira,2205102,206,1867.97243,2022-03-23,0.1311,27,11028.0,11019.0,False,699,city,PI
Jacobina do Piauí,2205151,402,7016.9314,2022-03-23,0.01,4,5729.0,5741.0,False,631,city,PI
Jaicós,2205201,2513,13109.02452,2022-03-23,0.0167,42,19170.0,19104.0,False,670,city,PI
Jardim do Mulato,2205250,278,6159.98227,2022-03-23,0.0144,4,4513.0,4504.0,False,590,city,PI
Jatobá do Piauí,2205276,385,7897.4359,2022-03-23,0.026,10,4875.0,4865.0,False,651,city,PI
Jerumenha,2205300,211,4744.77176,2022-03-23,0.0332,7,4447.0,4452.0,False,656,city,PI
João Costa,2205359,317,10549.08486,2022-03-23,0.0095,3,3005.0,3008.0,False,594,city,PI
Joaquim Pires,2205409,1682,11700.05565,2022-03-23,0.019,32,14376.0,14354.0,False,669,city,PI
Joca Marques,2205458,613,11214.78229,2022-03-23,0.0131,8,5466.0,5443.0,False,642,city,PI
José de Freitas,2205508,6718,17078.50315,2022-03-23,0.0131,88,39336.0,39208.0,False,695,city,PI
Juazeiro do Piauí,2205516,508,9261.62261,2022-03-23,0.0079,4,5485.0,5478.0,False,670,city,PI
Júlio Borges,2205524,150,2659.57447,2022-03-23,0.1,15,5640.0,5627.0,False,687,city,PI
Jurema,2205532,307,6426.62759,2022-03-23,0.0228,7,4777.0,4763.0,False,629,city,PI
Lagoa Alegre,2205557,374,4360.49901,2022-03-23,0.0348,13,8577.0,8542.0,False,641,city,PI
Lagoa de São Francisco,2205573,605,8927.25395,2022-03-23,0.0066,4,6777.0,6758.0,False,659,city,PI
Lagoa do Barro do Piauí,2205565,1065,22873.71134,2022-03-23,0.0085,9,4656.0,4655.0,False,700,city,PI
Lagoa do Piauí,2205581,1057,25938.65031,2022-03-23,0.0057,6,4075.0,4064.0,False,676,city,PI
Lagoa do Sítio,2205599,97,1866.10235,2022-03-23,0.134,13,5198.0,5177.0,False,673,city,PI
Lagoinha do Piauí,2205540,395,13820.85374,2022-03-23,0.0228,9,2858.0,2845.0,False,653,city,PI
Landri Sales,2205607,1211,22922.58187,2022-03-23,0.019,23,5283.0,5295.0,False,674,city,PI
Luís Correia,2205706,2147,7053.6829,2022-03-23,0.0307,66,30438.0,30311.0,False,702,city,PI
Luzilândia,2205805,2755,10802.2271,2022-03-23,0.0221,61,25504.0,25486.0,False,696,city,PI
Madeiro,2205854,412,4938.86358,2022-03-23,0.0146,6,8342.0,8310.0,False,665,city,PI
Manoel Emídio,2205904,504,9418.80022,2022-03-23,0.0377,19,5351.0,5349.0,False,695,city,PI
Marcolândia,2205953,993,11623.55145,2022-03-23,0.0211,21,8543.0,8492.0,False,679,city,PI
Marcos Parente,2206001,396,8709.03893,2022-03-23,0.0227,9,4547.0,4549.0,False,685,city,PI
Massapê do Piauí,2206050,344,5334.16033,2022-03-23,0.0087,3,6449.0,6441.0,False,642,city,PI
Matias Olímpio,2206100,728,6643.54809,2022-03-23,0.0192,14,10958.0,10936.0,False,676,city,PI
Miguel Alves,2206209,2294,6780.36237,2022-03-23,0.0166,38,33833.0,33760.0,False,699,city,PI
Miguel Leão,2206308,289,23268.9211,2022-03-23,0.0104,3,1242.0,1246.0,False,634,city,PI
Milton Brandão,2206357,322,4872.88136,2022-03-23,0.0093,3,6608.0,6613.0,False,663,city,PI
Monsenhor Gil,2206407,1819,17218.85649,2022-03-23,0.0242,44,10564.0,10564.0,False,692,city,PI
Monsenhor Hipólito,2206506,786,10119.73735,2022-03-23,0.0076,6,7767.0,7749.0,False,687,city,PI
Monte Alegre do Piauí,2206605,1192,11229.39237,2022-03-23,0.0159,19,10615.0,10613.0,False,648,city,PI
Morro Cabeça no Tempo,2206654,166,3664.45916,2022-03-23,0.0241,4,4530.0,4532.0,False,691,city,PI
Morro do Chapéu do Piauí,2206670,1146,16825.72309,2022-03-23,0.0061,7,6811.0,6796.0,False,680,city,PI
Murici dos Portelas,2206696,330,3583.45097,2022-03-23,0.0333,11,9209.0,9159.0,False,643,city,PI
Nazaré do Piauí,2206704,455,6214.14914,2022-03-23,0.033,15,7322.0,7339.0,False,696,city,PI
Nazária,2206720,454,5277.84236,2022-03-23,0.0419,19,8602.0,8570.0,False,698,city,PI
Nossa Senhora de Nazaré,2206753,594,12144.75567,2022-03-23,0.032,19,4891.0,4870.0,False,645,city,PI
Nossa Senhora dos Remédios,2206803,947,10856.35676,2022-03-23,0.0169,16,8723.0,8692.0,False,670,city,PI
Nova Santa Rita,2207959,151,3445.12891,2022-03-23,0.0265,4,4383.0,4374.0,False,671,city,PI
Novo Oriente do Piauí,2206902,426,6497.86455,2022-03-23,0.0305,13,6556.0,6565.0,False,638,city,PI
Novo Santo Antônio,2206951,281,9357.30936,2022-03-23,0.0178,5,3003.0,2991.0,False,666,city,PI
Oeiras,2207009,6021,16235.6748,2022-03-23,0.0151,91,37085.0,37029.0,False,694,city,PI
Olho D'Água do Piauí,2207108,291,11790.92382,2022-03-23,0.0103,3,2468.0,2459.0,False,671,city,PI
Padre Marcos,2207207,529,7696.78452,2022-03-23,0.017,9,6873.0,6868.0,False,669,city,PI
Paes Landim,2207306,240,5816.77169,2022-03-23,0.0333,8,4126.0,4129.0,False,648,city,PI
Pajeú do Piauí,2207355,104,3055.22914,2022-03-23,0.0865,9,3404.0,3389.0,False,639,city,PI
Palmeira do Piauí,2207405,237,4706.11597,2022-03-23,0.0253,6,5036.0,5043.0,False,647,city,PI
Palmeirais,2207504,332,2275.99918,2022-03-23,0.0723,24,14587.0,14539.0,False,691,city,PI
Paquetá,2207553,196,4978.40996,2022-03-23,0.0459,9,3937.0,3945.0,False,628,city,PI
Parnaguá,2207603,327,3022.46049,2022-03-23,0.0306,10,10819.0,10791.0,False,669,city,PI
Parnaíba,2207702,19495,12701.8152,2022-03-23,0.0247,482,153482.0,153078.0,False,722,city,PI
Passagem Franca do Piauí,2207751,258,5968.07772,2022-03-23,0.0426,11,4323.0,4313.0,False,671,city,PI
Patos do Piauí,2207777,453,7071.49547,2022-03-23,0.0265,12,6406.0,6392.0,False,649,city,PI
Pau D'Arco do Piauí,2207793,458,11266.91267,2022-03-23,0.0109,5,4065.0,4045.0,False,675,city,PI
Paulistana,2207801,1308,6363.72482,2022-03-23,0.0138,18,20554.0,20523.0,False,670,city,PI
Pavussu,2207850,502,13682.20223,2022-03-23,0.0299,15,3669.0,3677.0,False,674,city,PI
Pedro II,2207900,5046,13012.53288,2022-03-23,0.0228,115,38778.0,38742.0,False,700,city,PI
Pedro Laurentino,2207934,80,3144.65409,2022-03-23,0.025,2,2544.0,2536.0,False,669,city,PI
Picos,2208007,11627,14824.49542,2022-03-23,0.0157,182,78431.0,78222.0,False,704,city,PI
Pimenteiras,2208106,1332,10972.89727,2022-03-23,0.0233,31,12139.0,12127.0,False,706,city,PI
Pio IX,2208205,1708,9252.93895,2022-03-23,0.0135,23,18459.0,18425.0,False,692,city,PI
Piracuruca,2208304,3021,10462.70001,2022-03-23,0.0351,106,28874.0,28791.0,False,713,city,PI
Piripiri,2208403,13766,21581.19993,2022-03-23,0.0152,209,63787.0,63742.0,False,694,city,PI
Porto,2208502,553,4386.10406,2022-03-23,0.0271,15,12608.0,12568.0,False,686,city,PI
Porto Alegre do Piauí,2208551,186,6838.23529,2022-03-23,0.0215,4,2720.0,2710.0,False,617,city,PI
Prata do Piauí,2208601,265,8412.69841,2022-03-23,0.0189,5,3150.0,3151.0,False,649,city,PI
Queimada Nova,2208650,750,8317.62227,2022-03-23,0.008,6,9017.0,8992.0,False,691,city,PI
Redenção do Gurguéia,2208700,888,10095.49795,2022-03-23,0.0236,21,8796.0,8778.0,False,681,city,PI
Regeneração,2208809,1071,5956.94977,2022-03-23,0.0243,26,17979.0,17978.0,False,686,city,PI
Riacho Frio,2208858,138,3202.59921,2022-03-23,0.0362,5,4309.0,4312.0,False,602,city,PI
Ribeira do Piauí,2208874,46,1024.95544,2022-03-23,0.1522,7,4488.0,4477.0,False,701,city,PI
Ribeiro Gonçalves,2208908,968,13123.64425,2022-03-23,0.0165,16,7376.0,7341.0,False,676,city,PI
Rio Grande do Piauí,2209005,484,7523.70589,2022-03-23,0.0186,9,6433.0,6432.0,False,694,city,PI
Santa Cruz do Piauí,2209104,877,14038.73859,2022-03-23,0.0171,15,6247.0,6240.0,False,669,city,PI
Santa Cruz dos Milagres,2209153,289,7165.88148,2022-03-23,0.0069,2,4033.0,4019.0,False,628,city,PI
Santa Filomena,2209203,148,2366.48545,2022-03-23,0.027,4,6254.0,6253.0,False,661,city,PI
Santa Luz,2209302,260,4420.26522,2022-03-23,0.0308,8,5882.0,5860.0,False,683,city,PI
Santana do Piauí,2209351,283,6096.51012,2022-03-23,0.0247,7,4642.0,4634.0,False,662,city,PI
Santa Rosa do Piauí,2209377,193,3672.69267,2022-03-23,0.0311,6,5255.0,5257.0,False,639,city,PI
Santo Antônio de Lisboa,2209401,125,1940.69244,2022-03-23,0.04,5,6441.0,6415.0,False,669,city,PI
Santo Antônio dos Milagres,2209450,266,12280.70175,2022-03-23,0.0113,3,2166.0,2161.0,False,649,city,PI
Santo Inácio do Piauí,2209500,283,7441.49356,2022-03-23,0.0212,6,3803.0,3798.0,False,644,city,PI
São Braz do Piauí,2209559,106,2381.48731,2022-03-23,0.1226,13,4451.0,4448.0,False,622,city,PI
São Félix do Piauí,2209609,426,14529.33151,2022-03-23,0.0094,4,2932.0,2942.0,False,629,city,PI
São Francisco de Assis do Piauí,2209658,142,2457.17252,2022-03-23,0.0211,3,5779.0,5755.0,False,665,city,PI
São Francisco do Piauí,2209708,229,3566.97819,2022-03-23,0.0437,10,6420.0,6423.0,False,693,city,PI
São Gonçalo do Gurguéia,2209757,231,7556.42787,2022-03-23,0.0216,5,3057.0,3041.0,False,639,city,PI
São Gonçalo do Piauí,2209807,469,9324.05567,2022-03-23,0.0171,8,5030.0,5015.0,False,687,city,PI
São João da Canabrava,2209856,622,13480.71088,2022-03-23,0.0129,8,4614.0,4608.0,False,674,city,PI
São João da Fronteira,2209872,267,4403.0343,2022-03-23,0.0262,7,6064.0,6042.0,False,681,city,PI
São João da Serra,2209906,431,7040.18295,2022-03-23,0.0394,17,6122.0,6139.0,False,654,city,PI
São João da Varjota,2209955,362,7466.9967,2022-03-23,0.0055,2,4848.0,4840.0,False,631,city,PI
São João do Arraial,2209971,930,11570.0423,2022-03-23,0.0108,10,8038.0,7989.0,False,659,city,PI
São João do Piauí,2210003,3644,17636.24044,2022-03-23,0.0104,38,20662.0,20601.0,False,688,city,PI
São José do Divino,2210052,356,6649.23422,2022-03-23,0.0365,13,5354.0,5346.0,False,723,city,PI
São José do Peixe,2210102,306,8179.63111,2022-03-23,0.0098,3,3741.0,3745.0,False,682,city,PI
São José do Piauí,2210201,250,3731.34328,2022-03-23,0.036,9,6700.0,6705.0,False,702,city,PI
São Julião,2210300,362,5681.99655,2022-03-23,0.0387,14,6371.0,6363.0,False,689,city,PI
São Lourenço do Piauí,2210359,69,1507.53769,2022-03-23,0.0435,3,4577.0,4573.0,False,690,city,PI
São Luis do Piauí,2210375,189,7142.85714,2022-03-23,0.0053,1,2646.0,2644.0,False,682,city,PI
São Miguel da Baixa Grande,2210383,196,7986.96007,2022-03-23,0.0153,3,2454.0,2452.0,False,687,city,PI
São Miguel do Fidalgo,2210391,216,7109.94075,2022-03-23,0.0185,4,3038.0,3039.0,False,628,city,PI
São Miguel do Tapuio,2210409,666,3775.72425,2022-03-23,0.021,14,17639.0,17662.0,False,661,city,PI
São Pedro do Piauí,2210508,2077,14500.13963,2022-03-23,0.0154,32,14324.0,14291.0,False,691,city,PI
São Raimundo Nonato,2210607,4345,12458.06692,2022-03-23,0.0157,68,34877.0,34710.0,False,705,city,PI
Sebastião Barros,2210623,25,724.4277,2022-03-23,0.12,3,3451.0,3469.0,False,635,city,PI
Sebastião Leal,2210631,551,12805.01975,2022-03-23,0.0163,9,4303.0,4294.0,False,625,city,PI
Sigefredo Pacheco,2210656,464,4613.24319,2022-03-23,0.0323,15,10058.0,10041.0,False,675,city,PI
Simões,2210706,994,6785.44611,2022-03-23,0.0151,15,14649.0,14633.0,False,661,city,PI
Simplício Mendes,2210805,2000,15691.19724,2022-03-23,0.025,50,12746.0,12711.0,False,680,city,PI
Socorro do Piauí,2210904,218,4777.55862,2022-03-23,0.0321,7,4563.0,4569.0,False,676,city,PI
Sussuapara,2210938,558,8245.89922,2022-03-23,0.0251,14,6767.0,6730.0,False,655,city,PI
Tamboril do Piauí,2210953,56,1911.91533,2022-03-23,0.1429,8,2929.0,2919.0,False,626,city,PI
Tanque do Piauí,2210979,422,15218.17526,2022-03-23,0.0024,1,2773.0,2765.0,False,640,city,PI
Teresina,2211001,119185,13729.80445,2022-03-23,0.0232,2760,868075.0,864845.0,False,731,city,PI
União,2211100,2577,5782.04582,2022-03-23,0.0279,72,44569.0,44485.0,False,701,city,PI
Uruçuí,2211209,4084,18859.38582,2022-03-23,0.0169,69,21655.0,21558.0,False,692,city,PI
Valença do Piauí,2211308,2193,10478.28372,2022-03-23,0.0342,75,20929.0,20918.0,False,688,city,PI
Várzea Branca,2211357,204,4131.22722,2022-03-23,0.0588,12,4938.0,4947.0,False,663,city,PI
Várzea Grande,2211407,561,12790.69767,2022-03-23,0.0018,1,4386.0,4391.0,False,694,city,PI
Vera Mendes,2211506,400,12987.01299,2022-03-23,0.0075,3,3080.0,3077.0,False,678,city,PI
Vila Nova do Piauí,2211605,349,11822.49322,2022-03-23,0.0086,3,2952.0,2971.0,False,686,city,PI
Wall Ferraz,2211704,335,7492.73093,2022-03-23,0.009,3,4471.0,4462.0,False,639,city,PI
,22,367441,11197.41702,2022-03-23,0.021,7718,3281480.0,3273227.0,False,735,state,PI
,41,2401709,20853.88874,2022-03-23,0.0178,42857,11516840.0,11433957.0,False,740,state,PR
,33,2068356,11910.24697,2022-03-23,0.0351,72556,17366189.0,17264943.0,False,733,state,RJ
,24,494656,13996.40368,2022-03-23,0.0164,8116,3534165.0,3506853.0,False,692,state,RN
,11,388961,21651.52578,2022-03-23,0.0184,7157,1796460.0,1777225.0,False,713,state,RO
,14,154956,24550.16865,2022-03-23,0.0138,2144,631181.0,605761.0,False,717,state,RR
Aceguá,4300034,761,15398.62404,2022-03-23,0.0105,8,4942.0,4901.0,False,551,city,RS
Água Santa,4300059,830,22174.72616,2022-03-23,0.0133,11,3743.0,3748.0,False,620,city,RS
Agudo,4300109,2988,18218.40132,2022-03-23,0.012,36,16401.0,16461.0,False,599,city,RS
Ajuricaba,4300208,1789,25604.69443,2022-03-23,0.0201,36,6987.0,7024.0,False,645,city,RS
Alecrim,4300307,601,10314.05526,2022-03-23,0.0216,13,5827.0,5950.0,False,610,city,RS
Alegrete,4300406,14973,20503.0947,2022-03-23,0.0216,324,73028.0,73589.0,False,657,city,RS
Alegria,4300455,534,15826.91168,2022-03-23,0.0094,5,3374.0,3464.0,False,571,city,RS
Almirante Tamandaré do Sul,4300471,518,26577.73217,2022-03-23,0.0135,7,1949.0,1964.0,False,543,city,RS
Alpestre,4300505,1207,19894.51129,2022-03-23,0.0141,17,6067.0,6258.0,False,623,city,RS
Alto Alegre,4300554,394,24426.53441,2022-03-23,0.0051,2,1613.0,1638.0,False,525,city,RS
